"","X","acne","treatment","color"
"8445",8445,0,"jellybean","red"
"2961",2961,1,"jellybean","salmon"
"7432",7432,0,"placebo","mauve"
"995",995,0,"jellybean","brown"
"3305",3305,1,"jellybean","green"
"4293",4293,0,"jellybean","magenta"
"1132",1132,1,"placebo","pink"
"8776",8776,0,"placebo","black"
"437",437,0,"jellybean","purple"
"6409",6409,0,"jellybean","cyan"
"4192",4192,0,"placebo","magenta"
"859",859,0,"jellybean","brown"
"3561",3561,0,"jellybean","turquoise"
"5137",5137,0,"jellybean","grey"
"806",806,1,"placebo","brown"
"2058",2058,0,"placebo","teal"
"6833",6833,0,"jellybean","lilac"
"4412",4412,0,"placebo","magenta"
"915",915,0,"jellybean","brown"
"5227",5227,0,"jellybean","grey"
"3600",3600,0,"placebo","turquoise"
"9152",9152,0,"placebo","peach"
"564",564,0,"placebo","brown"
"8780",8780,0,"placebo","black"
"5740",5740,0,"placebo","tan"
"9515",9515,0,"jellybean","orange"
"1862",1862,0,"placebo","blue"
"4708",4708,0,"placebo","yellow"
"8409",8409,0,"jellybean","red"
"1624",1624,0,"placebo","blue"
"6581",6581,0,"jellybean","lilac"
"3121",3121,0,"jellybean","green"
"4300",4300,0,"placebo","magenta"
"2818",2818,1,"placebo","salmon"
"6351",6351,0,"jellybean","cyan"
"58",58,0,"placebo","purple"
"429",429,0,"jellybean","purple"
"4379",4379,0,"jellybean","magenta"
"2616",2616,0,"placebo","salmon"
"7017",7017,0,"jellybean","mauve"
"9827",9827,0,"jellybean","orange"
"1865",1865,0,"jellybean","blue"
"9125",9125,0,"jellybean","peach"
"5796",5796,0,"placebo","tan"
"2888",2888,0,"placebo","salmon"
"5087",5087,0,"jellybean","grey"
"9534",9534,0,"placebo","orange"
"4335",4335,0,"jellybean","magenta"
"244",244,0,"placebo","purple"
"351",351,0,"jellybean","purple"
"6514",6514,0,"placebo","lilac"
"5580",5580,0,"placebo","tan"
"8596",8596,1,"placebo","black"
"128",128,0,"placebo","purple"
"4390",4390,0,"placebo","magenta"
"8974",8974,1,"placebo","black"
"1123",1123,0,"jellybean","pink"
"9359",9359,0,"jellybean","peach"
"4763",4763,0,"jellybean","yellow"
"5159",5159,0,"jellybean","grey"
"8261",8261,0,"jellybean","red"
"3073",3073,0,"jellybean","green"
"3119",3119,0,"jellybean","green"
"2648",2648,0,"placebo","salmon"
"6421",6421,0,"jellybean","cyan"
"1609",1609,0,"jellybean","blue"
"4104",4104,1,"placebo","magenta"
"5496",5496,0,"placebo","grey"
"2620",2620,1,"placebo","salmon"
"9772",9772,0,"placebo","orange"
"5765",5765,0,"jellybean","tan"
"3422",3422,0,"placebo","green"
"7775",7775,0,"jellybean","beige"
"7777",7777,0,"jellybean","beige"
"4172",4172,1,"placebo","magenta"
"9275",9275,1,"jellybean","peach"
"9753",9753,1,"jellybean","orange"
"8671",8671,0,"jellybean","black"
"4114",4114,0,"placebo","magenta"
"6748",6748,0,"placebo","lilac"
"303",303,0,"jellybean","purple"
"7016",7016,0,"placebo","mauve"
"7086",7086,0,"placebo","mauve"
"5125",5125,0,"jellybean","grey"
"2356",2356,0,"placebo","teal"
"6772",6772,1,"placebo","lilac"
"9944",9944,1,"placebo","orange"
"7917",7917,0,"jellybean","beige"
"1837",1837,0,"jellybean","blue"
"9826",9826,0,"placebo","orange"
"1054",1054,0,"placebo","pink"
"6817",6817,0,"jellybean","lilac"
"108",108,0,"placebo","purple"
"5870",5870,0,"placebo","tan"
"3049",3049,0,"jellybean","green"
"7683",7683,0,"jellybean","beige"
"8468",8468,0,"placebo","red"
"5398",5398,0,"placebo","grey"
"1481",1481,0,"jellybean","pink"
"6327",6327,0,"jellybean","cyan"
"6743",6743,0,"jellybean","lilac"
"4278",4278,0,"placebo","magenta"
"7249",7249,1,"jellybean","mauve"
"9302",9302,0,"placebo","peach"
"2144",2144,0,"placebo","teal"
"521",521,0,"jellybean","brown"
"9200",9200,0,"placebo","peach"
"2257",2257,0,"jellybean","teal"
"3356",3356,0,"placebo","green"
"972",972,0,"placebo","brown"
"1880",1880,0,"placebo","blue"
"8602",8602,1,"placebo","black"
"7721",7721,0,"jellybean","beige"
"3942",3942,0,"placebo","turquoise"
"2756",2756,0,"placebo","salmon"
"9374",9374,1,"placebo","peach"
"6112",6112,0,"placebo","cyan"
"4818",4818,1,"placebo","yellow"
"6470",6470,0,"placebo","cyan"
"8333",8333,0,"jellybean","red"
"2156",2156,0,"placebo","teal"
"1461",1461,1,"jellybean","pink"
"2361",2361,0,"jellybean","teal"
"6069",6069,0,"jellybean","cyan"
"2874",2874,0,"placebo","salmon"
"702",702,0,"placebo","brown"
"191",191,0,"jellybean","purple"
"9245",9245,0,"jellybean","peach"
"4697",4697,0,"jellybean","yellow"
"8600",8600,0,"placebo","black"
"6880",6880,0,"placebo","lilac"
"5819",5819,0,"jellybean","tan"
"414",414,0,"placebo","purple"
"5938",5938,0,"placebo","tan"
"4225",4225,0,"jellybean","magenta"
"1526",1526,0,"placebo","blue"
"3694",3694,0,"placebo","turquoise"
"3814",3814,0,"placebo","turquoise"
"1108",1108,1,"placebo","pink"
"1655",1655,0,"jellybean","blue"
"6578",6578,0,"placebo","lilac"
"8479",8479,0,"jellybean","red"
"9419",9419,0,"jellybean","peach"
"7841",7841,0,"jellybean","beige"
"8450",8450,0,"placebo","red"
"6876",6876,0,"placebo","lilac"
"2589",2589,0,"jellybean","salmon"
"9552",9552,0,"placebo","orange"
"4944",4944,0,"placebo","yellow"
"4930",4930,0,"placebo","yellow"
"5756",5756,0,"placebo","tan"
"1314",1314,0,"placebo","pink"
"2633",2633,0,"jellybean","salmon"
"9674",9674,0,"placebo","orange"
"8743",8743,0,"jellybean","black"
"3485",3485,0,"jellybean","green"
"1965",1965,0,"jellybean","blue"
"4761",4761,0,"jellybean","yellow"
"5661",5661,0,"jellybean","tan"
"5567",5567,0,"jellybean","tan"
"1097",1097,1,"jellybean","pink"
"9422",9422,0,"placebo","peach"
"634",634,0,"placebo","brown"
"4355",4355,0,"jellybean","magenta"
"5544",5544,0,"placebo","tan"
"9086",9086,0,"placebo","peach"
"5489",5489,0,"jellybean","grey"
"2290",2290,0,"placebo","teal"
"5538",5538,0,"placebo","tan"
"5732",5732,0,"placebo","tan"
"5951",5951,0,"jellybean","tan"
"113",113,0,"jellybean","purple"
"9235",9235,0,"jellybean","peach"
"3362",3362,0,"placebo","green"
"8704",8704,0,"placebo","black"
"6208",6208,0,"placebo","cyan"
"693",693,0,"jellybean","brown"
"5718",5718,0,"placebo","tan"
"6979",6979,0,"jellybean","lilac"
"1599",1599,0,"jellybean","blue"
"7697",7697,1,"jellybean","beige"
"5198",5198,1,"placebo","grey"
"8905",8905,0,"jellybean","black"
"1813",1813,0,"jellybean","blue"
"1945",1945,0,"jellybean","blue"
"9025",9025,0,"jellybean","peach"
"2210",2210,0,"placebo","teal"
"3579",3579,0,"jellybean","turquoise"
"4577",4577,0,"jellybean","yellow"
"5438",5438,1,"placebo","grey"
"6508",6508,0,"placebo","lilac"
"251",251,0,"jellybean","purple"
"8826",8826,0,"placebo","black"
"4973",4973,1,"jellybean","yellow"
"7142",7142,0,"placebo","mauve"
"9415",9415,0,"jellybean","peach"
"3233",3233,0,"jellybean","green"
"8229",8229,0,"jellybean","red"
"4406",4406,0,"placebo","magenta"
"5747",5747,0,"jellybean","tan"
"1324",1324,0,"placebo","pink"
"8599",8599,1,"jellybean","black"
"2263",2263,0,"jellybean","teal"
"9335",9335,1,"jellybean","peach"
"2560",2560,0,"placebo","salmon"
"3041",3041,0,"jellybean","green"
"8916",8916,0,"placebo","black"
"2072",2072,1,"placebo","teal"
"2110",2110,1,"placebo","teal"
"8325",8325,0,"jellybean","red"
"21",21,1,"jellybean","purple"
"593",593,1,"jellybean","brown"
"527",527,1,"jellybean","brown"
"9682",9682,0,"placebo","orange"
"3753",3753,1,"jellybean","turquoise"
"202",202,1,"placebo","purple"
"2841",2841,0,"jellybean","salmon"
"8516",8516,0,"placebo","black"
"92",92,0,"placebo","purple"
"8212",8212,0,"placebo","red"
"624",624,0,"placebo","brown"
"3457",3457,0,"jellybean","green"
"4362",4362,0,"placebo","magenta"
"1744",1744,0,"placebo","blue"
"7287",7287,0,"jellybean","mauve"
"8533",8533,0,"jellybean","black"
"6698",6698,0,"placebo","lilac"
"2076",2076,0,"placebo","teal"
"4624",4624,0,"placebo","yellow"
"6485",6485,0,"jellybean","cyan"
"4814",4814,0,"placebo","yellow"
"3521",3521,0,"jellybean","turquoise"
"5641",5641,0,"jellybean","tan"
"6272",6272,0,"placebo","cyan"
"8545",8545,0,"jellybean","black"
"7510",7510,0,"placebo","beige"
"640",640,0,"placebo","brown"
"6076",6076,0,"placebo","cyan"
"4921",4921,0,"jellybean","yellow"
"3038",3038,0,"placebo","green"
"7247",7247,0,"jellybean","mauve"
"3907",3907,0,"jellybean","turquoise"
"5130",5130,1,"placebo","grey"
"7177",7177,1,"jellybean","mauve"
"1571",1571,0,"jellybean","blue"
"4776",4776,0,"placebo","yellow"
"1263",1263,0,"jellybean","pink"
"6104",6104,0,"placebo","cyan"
"2603",2603,0,"jellybean","salmon"
"6473",6473,0,"jellybean","cyan"
"7315",7315,0,"jellybean","mauve"
"7478",7478,0,"placebo","mauve"
"1910",1910,0,"placebo","blue"
"6626",6626,0,"placebo","lilac"
"7124",7124,0,"placebo","mauve"
"5552",5552,0,"placebo","tan"
"6057",6057,0,"jellybean","cyan"
"345",345,0,"jellybean","purple"
"315",315,0,"jellybean","purple"
"1971",1971,0,"jellybean","blue"
"2897",2897,0,"jellybean","salmon"
"3608",3608,0,"placebo","turquoise"
"3862",3862,0,"placebo","turquoise"
"7484",7484,0,"placebo","mauve"
"1507",1507,0,"jellybean","blue"
"4051",4051,0,"jellybean","magenta"
"6107",6107,0,"jellybean","cyan"
"8679",8679,1,"jellybean","black"
"4511",4511,1,"jellybean","yellow"
"3353",3353,1,"jellybean","green"
"3967",3967,0,"jellybean","turquoise"
"5520",5520,0,"placebo","tan"
"6859",6859,0,"jellybean","lilac"
"9612",9612,0,"placebo","orange"
"2441",2441,0,"jellybean","teal"
"1854",1854,0,"placebo","blue"
"5379",5379,0,"jellybean","grey"
"6742",6742,0,"placebo","lilac"
"1060",1060,0,"placebo","pink"
"7400",7400,0,"placebo","mauve"
"8433",8433,0,"jellybean","red"
"6003",6003,0,"jellybean","cyan"
"4563",4563,0,"jellybean","yellow"
"2364",2364,1,"placebo","teal"
"5359",5359,1,"jellybean","grey"
"6451",6451,0,"jellybean","cyan"
"3900",3900,0,"placebo","turquoise"
"2446",2446,1,"placebo","teal"
"7099",7099,0,"jellybean","mauve"
"63",63,0,"jellybean","purple"
"7455",7455,0,"jellybean","mauve"
"7636",7636,0,"placebo","beige"
"9047",9047,0,"jellybean","peach"
"5844",5844,0,"placebo","tan"
"5865",5865,0,"jellybean","tan"
"7941",7941,0,"jellybean","beige"
"8641",8641,1,"jellybean","black"
"4170",4170,1,"placebo","magenta"
"6849",6849,0,"jellybean","lilac"
"6027",6027,1,"jellybean","cyan"
"428",428,0,"placebo","purple"
"1056",1056,0,"placebo","pink"
"6277",6277,0,"jellybean","cyan"
"2150",2150,0,"placebo","teal"
"6617",6617,0,"jellybean","lilac"
"24",24,1,"placebo","purple"
"6737",6737,1,"jellybean","lilac"
"2706",2706,1,"placebo","salmon"
"9243",9243,0,"jellybean","peach"
"582",582,1,"placebo","brown"
"9064",9064,0,"placebo","peach"
"3526",3526,0,"placebo","turquoise"
"4022",4022,0,"placebo","magenta"
"8107",8107,1,"jellybean","red"
"9340",9340,0,"placebo","peach"
"9716",9716,1,"placebo","orange"
"7452",7452,1,"placebo","mauve"
"5504",5504,0,"placebo","tan"
"1943",1943,0,"jellybean","blue"
"7719",7719,0,"jellybean","beige"
"7147",7147,0,"jellybean","mauve"
"9773",9773,1,"jellybean","orange"
"605",605,0,"jellybean","brown"
"3208",3208,0,"placebo","green"
"657",657,1,"jellybean","brown"
"3264",3264,0,"placebo","green"
"2339",2339,1,"jellybean","teal"
"7347",7347,1,"jellybean","mauve"
"7361",7361,0,"jellybean","mauve"
"7582",7582,0,"placebo","beige"
"818",818,0,"placebo","brown"
"3927",3927,1,"jellybean","turquoise"
"2397",2397,0,"jellybean","teal"
"8146",8146,1,"placebo","red"
"3260",3260,0,"placebo","green"
"8268",8268,0,"placebo","red"
"4179",4179,0,"jellybean","magenta"
"2691",2691,0,"jellybean","salmon"
"9177",9177,0,"jellybean","peach"
"6530",6530,0,"placebo","lilac"
"8225",8225,0,"jellybean","red"
"9616",9616,0,"placebo","orange"
"338",338,0,"placebo","purple"
"2162",2162,0,"placebo","teal"
"9670",9670,0,"placebo","orange"
"8608",8608,0,"placebo","black"
"4123",4123,0,"jellybean","magenta"
"6516",6516,0,"placebo","lilac"
"5839",5839,1,"jellybean","tan"
"452",452,0,"placebo","purple"
"2547",2547,0,"jellybean","salmon"
"2617",2617,0,"jellybean","salmon"
"6303",6303,0,"jellybean","cyan"
"759",759,0,"jellybean","brown"
"3040",3040,1,"placebo","green"
"5671",5671,0,"jellybean","tan"
"1141",1141,1,"jellybean","pink"
"3337",3337,0,"jellybean","green"
"8827",8827,1,"jellybean","black"
"3865",3865,0,"jellybean","turquoise"
"8069",8069,0,"jellybean","red"
"9069",9069,0,"jellybean","peach"
"3833",3833,0,"jellybean","turquoise"
"8569",8569,0,"jellybean","black"
"8632",8632,0,"placebo","black"
"2233",2233,0,"jellybean","teal"
"8953",8953,1,"jellybean","black"
"642",642,0,"placebo","brown"
"4089",4089,0,"jellybean","magenta"
"4957",4957,0,"jellybean","yellow"
"4021",4021,0,"jellybean","magenta"
"6135",6135,1,"jellybean","cyan"
"2255",2255,0,"jellybean","teal"
"3253",3253,0,"jellybean","green"
"8484",8484,0,"placebo","red"
"47",47,0,"jellybean","purple"
"4835",4835,0,"jellybean","yellow"
"8581",8581,0,"jellybean","black"
"8358",8358,0,"placebo","red"
"2596",2596,1,"placebo","salmon"
"6008",6008,1,"placebo","cyan"
"7112",7112,0,"placebo","mauve"
"6839",6839,0,"jellybean","lilac"
"3685",3685,0,"jellybean","turquoise"
"3875",3875,1,"jellybean","turquoise"
"5378",5378,1,"placebo","grey"
"6576",6576,0,"placebo","lilac"
"8097",8097,0,"jellybean","red"
"9393",9393,0,"jellybean","peach"
"1070",1070,0,"placebo","pink"
"6888",6888,1,"placebo","lilac"
"4099",4099,0,"jellybean","magenta"
"6304",6304,0,"placebo","cyan"
"8134",8134,0,"placebo","red"
"3411",3411,0,"jellybean","green"
"8540",8540,0,"placebo","black"
"5193",5193,0,"jellybean","grey"
"1908",1908,0,"placebo","blue"
"7438",7438,0,"placebo","mauve"
"3837",3837,0,"jellybean","turquoise"
"3949",3949,0,"jellybean","turquoise"
"4947",4947,0,"jellybean","yellow"
"681",681,0,"jellybean","brown"
"5997",5997,1,"jellybean","tan"
"5603",5603,0,"jellybean","tan"
"1897",1897,0,"jellybean","blue"
"6022",6022,0,"placebo","cyan"
"1745",1745,0,"jellybean","blue"
"6812",6812,0,"placebo","lilac"
"5235",5235,0,"jellybean","grey"
"2642",2642,1,"placebo","salmon"
"6252",6252,1,"placebo","cyan"
"3324",3324,0,"placebo","green"
"6483",6483,0,"jellybean","cyan"
"1591",1591,0,"jellybean","blue"
"8714",8714,0,"placebo","black"
"2088",2088,1,"placebo","teal"
"1497",1497,1,"jellybean","pink"
"9981",9981,0,"jellybean","orange"
"9262",9262,0,"placebo","peach"
"1387",1387,0,"jellybean","pink"
"7389",7389,0,"jellybean","mauve"
"5654",5654,0,"placebo","tan"
"8352",8352,0,"placebo","red"
"3463",3463,0,"jellybean","green"
"3125",3125,0,"jellybean","green"
"5572",5572,1,"placebo","tan"
"6543",6543,0,"jellybean","lilac"
"5030",5030,0,"placebo","grey"
"4895",4895,0,"jellybean","yellow"
"8332",8332,0,"placebo","red"
"138",138,0,"placebo","purple"
"1521",1521,0,"jellybean","blue"
"8699",8699,1,"jellybean","black"
"2495",2495,0,"jellybean","teal"
"5606",5606,0,"placebo","tan"
"865",865,0,"jellybean","brown"
"5986",5986,1,"placebo","tan"
"570",570,1,"placebo","brown"
"963",963,0,"jellybean","brown"
"5034",5034,0,"placebo","grey"
"269",269,0,"jellybean","purple"
"3276",3276,1,"placebo","green"
"5437",5437,1,"jellybean","grey"
"5402",5402,0,"placebo","grey"
"4270",4270,1,"placebo","magenta"
"4623",4623,1,"jellybean","yellow"
"1749",1749,1,"jellybean","blue"
"5801",5801,0,"jellybean","tan"
"3268",3268,0,"placebo","green"
"6599",6599,0,"jellybean","lilac"
"1991",1991,0,"jellybean","blue"
"7940",7940,0,"placebo","beige"
"1047",1047,0,"jellybean","pink"
"7804",7804,0,"placebo","beige"
"6245",6245,0,"jellybean","cyan"
"2693",2693,0,"jellybean","salmon"
"121",121,0,"jellybean","purple"
"7953",7953,0,"jellybean","beige"
"2731",2731,0,"jellybean","salmon"
"843",843,0,"jellybean","brown"
"209",209,0,"jellybean","purple"
"738",738,1,"placebo","brown"
"3077",3077,0,"jellybean","green"
"8919",8919,0,"jellybean","black"
"1995",1995,0,"jellybean","blue"
"7131",7131,0,"jellybean","mauve"
"1266",1266,0,"placebo","pink"
"5152",5152,0,"placebo","grey"
"2475",2475,0,"jellybean","teal"
"7701",7701,0,"jellybean","beige"
"4161",4161,0,"jellybean","magenta"
"9304",9304,0,"placebo","peach"
"2809",2809,0,"jellybean","salmon"
"4284",4284,0,"placebo","magenta"
"714",714,0,"placebo","brown"
"5121",5121,0,"jellybean","grey"
"141",141,0,"jellybean","purple"
"6552",6552,0,"placebo","lilac"
"9886",9886,1,"placebo","orange"
"1249",1249,0,"jellybean","pink"
"3156",3156,0,"placebo","green"
"1769",1769,0,"jellybean","blue"
"9894",9894,0,"placebo","orange"
"603",603,0,"jellybean","brown"
"6935",6935,0,"jellybean","lilac"
"4353",4353,0,"jellybean","magenta"
"745",745,0,"jellybean","brown"
"3518",3518,0,"placebo","turquoise"
"7725",7725,0,"jellybean","beige"
"6953",6953,1,"jellybean","lilac"
"3243",3243,1,"jellybean","green"
"8725",8725,0,"jellybean","black"
"2224",2224,0,"placebo","teal"
"1290",1290,0,"placebo","pink"
"8005",8005,0,"jellybean","red"
"3186",3186,0,"placebo","green"
"8716",8716,0,"placebo","black"
"9684",9684,0,"placebo","orange"
"7901",7901,0,"jellybean","beige"
"3933",3933,1,"jellybean","turquoise"
"4636",4636,1,"placebo","yellow"
"2734",2734,0,"placebo","salmon"
"4136",4136,0,"placebo","magenta"
"4726",4726,0,"placebo","yellow"
"7075",7075,0,"jellybean","mauve"
"3601",3601,0,"jellybean","turquoise"
"8337",8337,0,"jellybean","red"
"9094",9094,0,"placebo","peach"
"5591",5591,0,"jellybean","tan"
"3229",3229,0,"jellybean","green"
"5685",5685,0,"jellybean","tan"
"232",232,0,"placebo","purple"
"4418",4418,0,"placebo","magenta"
"1580",1580,0,"placebo","blue"
"8772",8772,1,"placebo","black"
"982",982,0,"placebo","brown"
"7393",7393,1,"jellybean","mauve"
"9579",9579,0,"jellybean","orange"
"650",650,0,"placebo","brown"
"5155",5155,1,"jellybean","grey"
"3752",3752,0,"placebo","turquoise"
"5634",5634,0,"placebo","tan"
"6779",6779,0,"jellybean","lilac"
"5981",5981,1,"jellybean","tan"
"7743",7743,0,"jellybean","beige"
"2679",2679,0,"jellybean","salmon"
"6431",6431,0,"jellybean","cyan"
"4570",4570,1,"placebo","yellow"
"3177",3177,1,"jellybean","green"
"3658",3658,0,"placebo","turquoise"
"8100",8100,1,"placebo","red"
"4546",4546,0,"placebo","yellow"
"5048",5048,0,"placebo","grey"
"7402",7402,0,"placebo","mauve"
"5519",5519,0,"jellybean","tan"
"342",342,0,"placebo","purple"
"9769",9769,0,"jellybean","orange"
"6154",6154,1,"placebo","cyan"
"6569",6569,0,"jellybean","lilac"
"6603",6603,1,"jellybean","lilac"
"4251",4251,1,"jellybean","magenta"
"8187",8187,0,"jellybean","red"
"3101",3101,0,"jellybean","green"
"152",152,0,"placebo","purple"
"3633",3633,0,"jellybean","turquoise"
"5947",5947,0,"jellybean","tan"
"9739",9739,1,"jellybean","orange"
"1390",1390,0,"placebo","pink"
"8842",8842,0,"placebo","black"
"5128",5128,1,"placebo","grey"
"6019",6019,0,"jellybean","cyan"
"1425",1425,0,"jellybean","pink"
"8807",8807,0,"jellybean","black"
"6152",6152,0,"placebo","cyan"
"8030",8030,0,"placebo","red"
"3509",3509,0,"jellybean","turquoise"
"169",169,0,"jellybean","purple"
"4135",4135,0,"jellybean","magenta"
"4758",4758,0,"placebo","yellow"
"5573",5573,0,"jellybean","tan"
"7973",7973,0,"jellybean","beige"
"3469",3469,0,"jellybean","green"
"7766",7766,0,"placebo","beige"
"779",779,0,"jellybean","brown"
"8850",8850,0,"placebo","black"
"1721",1721,1,"jellybean","blue"
"5915",5915,0,"jellybean","tan"
"8761",8761,0,"jellybean","black"
"5205",5205,0,"jellybean","grey"
"1956",1956,0,"placebo","blue"
"5481",5481,0,"jellybean","grey"
"2571",2571,0,"jellybean","salmon"
"5304",5304,0,"placebo","grey"
"2299",2299,0,"jellybean","teal"
"140",140,0,"placebo","purple"
