"","parole","anniparole","personeparole","personeparoleita","votoparole","votoparoleita"
"3056","azioni","2007","18531","11","6.3","2.57715955983494"
"3057","storia","2008","28950","2","6.2","2.57726007829859"
"3058","vita","2008","28950","2","6.2","2.57726007829859"
"3059","azioni","2008","28950","2","6.2","2.57726007829859"
"3060","giovane","2008","2508","1","7.2","2.57726007829859"
"3061","giovane","2008","31909","29","7.5","2.57716485028039"
"3062","morte","2008","59884","90","7.6","2.57720717384404"
"3063","mafia","2008","190","2","5.5","2.57713189778319"
"3064","campagna","2008","190","2","5.5","2.57713189778319"
"3065","giovane","2008","190","2","5.5","2.57713189778319"
"3066","uomini","2008","51463","43","8","2.57719130250767"
"3067","guerra","2008","51463","43","8","2.57719130250767"
"3068","vecchio","2008","51463","43","8","2.57719130250767"
"3069","banca","2008","952","2","6.9","2.57713189778319"
"3070","malattia","2008","6102","5","7.1","2.57714368849857"
"3071","storia","2008","47637","10","7.9","2.57723891651677"
"3072","spazio","2008","1392","2","7.1","2.57713189778319"
"3073","azioni","2008","1392","2","7.1","2.57713189778319"
"3074","azienda","2008","1392","2","7.1","2.57713189778319"
"3075","innamorata","2008","22580","19","5.2","2.5771754311713"
"3076","West","2008","22580","19","5.2","2.5771754311713"
"3077","vita","2008","22580","19","5.2","2.5771754311713"
"3078","giovane","2008","22580","19","5.2","2.5771754311713"
"3079","guerra","2007","220","2","6.2","2.57713189778319"
"3080","viaggi","2007","220","2","6.2","2.57713189778319"
"3081","barca","2008","7917","2","7.6","2.57713189778319"
"3082","azienda","2008","7917","2","7.6","2.57713189778319"
"3083","vecchio","2008","1243","1","6.2","2.57715426938948"
"3084","giovane","2008","9810","2","7.9","2.57720717384404"
"3085","morte","2008","3885","44","6.1","2.5771754311713"
"3086","futuro","2008","524","2","7.7","2.57713189778319"
"3087","giovane","2008","1429","2","6.4","2.57713189778319"
"3088","vita","2007","4565","2","7.3","2.57713189778319"
"3089","sconosciuto","2008","4213","2","7.1","2.57713189778319"
"3090","amore","2008","1686","2","7.3","2.57713189778319"
"3091","guerra","2008","3041","2","6.8","2.57713189778319"
"3092","arma","2008","3041","2","6.8","2.57713189778319"
"3093","vita","2007","3778","1","6.5","2.57726007829859"
"3094","viaggi","2007","3778","1","6.5","2.57726007829859"
"3095","treno","2007","3573","12","6.8","2.57717014072585"
"3096","vita","2007","3573","12","6.8","2.57717014072585"
"3097","azioni","2008","377","2","6.1","2.57713189778319"
"3098","giovane","2008","152","4","5.9","2.57720717384404"
"3099","viaggi","2008","112","1","5.7","2.57726007829859"
"3100","giovane","2008","112","1","5.7","2.57726007829859"
"3101","uomini","2008","361","2","6.2","2.57713189778319"
"3102","gang","2008","361","2","6.2","2.57713189778319"
"3103","amare","2008","361","2","6.2","2.57713189778319"
"3104","mare","2008","361","2","6.2","2.57713189778319"
"3105","viaggi","2008","14435","1","7.1","2.57720717384404"
"3106","amore","2008","268","2","6.5","2.57713189778319"
"3107","magia","2008","268","2","6.5","2.57713189778319"
"3108","vita","2006","2886","4","7.1","2.57715426938948"
"3109","mare","2006","2886","4","7.1","2.57715426938948"
"3110","giovane","2006","2886","4","7.1","2.57715426938948"
"3111","vita","2008","563","2","6.9","2.57713189778319"
"3112","morte","2008","563","2","6.9","2.57713189778319"
"3113","treno","2008","30034","86","7.3","2.57715426938948"
"3114","donne","2007","18","1","6.2","2.57726007829859"
"3115","famoso","2007","18","1","6.2","2.57726007829859"
"3116","giovane","2007","18","1","6.2","2.57726007829859"
"3117","storia","2007","9959","16","5.9","2.57713839805312"
"3118","vita","2007","9959","16","5.9","2.57713839805312"
"3119","tratto da","2007","9959","16","5.9","2.57713839805312"
"3120","guerra","2006","5531","27","7.4","2.57719130250767"
"3121","uomini","2007","112","6","5.7","2.57713839805312"
"3122","paura","2007","7239","19","5.2","2.57720717384404"
"3123","passato","2007","7239","19","5.2","2.57720717384404"
"3124","donne","2006","295","8","5.7","2.57718601206222"
"3125","amore","2006","295","8","5.7","2.57718601206222"
"3126","storia","2006","295","8","5.7","2.57718601206222"
"3127","vita","2006","295","8","5.7","2.57718601206222"
"3128","futuro","2008","112","38","5.7","2.5771754311713"
"3129","ballo","2008","5672","57","5.5","2.57721246428949"
"3130","danza","2008","5672","57","5.5","2.57721246428949"
"3131","guerra","2009","63382","33","6.4","2.57723362607132"
"3132","vita","2008","61","2","7.1","2.57713189778319"
"3133","viaggi","2008","61","2","7.1","2.57713189778319"
"3134","amore","2008","14","1","7.1","2.57726007829859"
"3135","vita","2008","14","1","7.1","2.57726007829859"
"3136","danza","2008","14","1","7.1","2.57726007829859"
"3137","giovane","2008","14","1","7.1","2.57726007829859"
"3138","barca","2005","3434","2","6.6","2.57715426938948"
"3139","storia","2005","3434","2","6.6","2.57715426938948"
"3140","spazio","2008","17262","37","6.8","2.57718601206222"
"3141","morti","2003","15572","16","6.2","2.57718601206222"
"3142","battaglia","2009","357578","158","6","2.57722833562586"
"3143","universo","2009","357578","158","6","2.57722833562586"
"3144","giovane","2009","357578","158","6","2.57722833562586"
"3145","vita","2009","202512","445","7.3","2.57719659295313"
"3146","morte","2009","202512","445","7.3","2.57719659295313"
"3147","futuro","2009","202512","445","7.3","2.57719659295313"
"3148","passato","2008","95652","114","6.2","2.57710665538038"
"3149","football","2007","10580","7","4.2","2.57722833562586"
"3150","squadra","2007","10580","7","4.2","2.57722833562586"
"3151","amore","2008","34912","23","6.2","2.57721246428949"
"3152","azioni","2008","1081","21","6.5","2.57720717384404"
"3153","guerra","2006","147","49","6.8","2.57723891651677"
"3154","guerriero","2006","147","49","6.8","2.57723891651677"
"3155","vita","2009","205400","168","6.2","2.5772230451804"
"3156","passato","2008","112","259","5.7","2.5772230451804"
"3157","morte","2009","12252","33","3.6","2.57714368849857"
"3158","futuro","2009","12252","33","3.6","2.57714368849857"
"3159","morte","2009","123066","426","5.8","2.57720188339858"
"3160","futuro","2009","123066","426","5.8","2.57720188339858"
"3161","storia","2008","46286","67","6.1","2.57721775473495"
"3162","giovane","2008","46286","67","6.1","2.57721775473495"
"3163","amore","2006","919","2","6.7","2.57710136493493"
"3164","mare","2006","919","2","6.7","2.57710136493493"
"3165","gang","2006","218","10","5.1","2.57719659295313"
"3166","West","2006","218","10","5.1","2.57719659295313"
"3167","cowboy","2006","218","10","5.1","2.57719659295313"
"3168","donne","2009","844","52","6.2","2.57718601206222"
"3169","campagna","2009","844","52","6.2","2.57718601206222"
"3170","danza","2009","844","52","6.2","2.57718601206222"
"3171","vita","2007","112","2","5.7","2.57713189778319"
"3172","uomini","2006","4137","6","6","2.57724420696223"
"3173","barca","2006","4137","6","6","2.57724420696223"
"3174","storia","2006","4137","6","6","2.57724420696223"
"3175","innamorato","2007","112","82","5.7","2.57717014072585"
"3176","innamorata","2007","112","82","5.7","2.57717014072585"
"3177","amare","2007","112","82","5.7","2.57717014072585"
"3178","famoso","2007","112","82","5.7","2.57717014072585"
"3179","vita","2007","112","82","5.7","2.57717014072585"
"3180","morte","2007","112","82","5.7","2.57717014072585"
"3181","viaggi","2007","112","82","5.7","2.57717014072585"
"3182","passato","2007","112","82","5.7","2.57717014072585"
"3183","mare","2007","112","82","5.7","2.57717014072585"
"3184","ombra","2007","112","82","5.7","2.57717014072585"
"3185","storia","2007","531","2","7.4","2.57713189778319"
"3186","paura","2007","531","2","7.4","2.57713189778319"
"3187","ombra","2007","531","2","7.4","2.57713189778319"
"3188","gang","2007","112","79","5.7","2.57710136493493"
"3189","amore","2007","112","79","5.7","2.57710136493493"
"3190","paura","2007","112","79","5.7","2.57710136493493"
"3191","vita","2007","112","79","5.7","2.57710136493493"
"3192","azioni","2007","112","79","5.7","2.57710136493493"
"3193","droga","2007","112","79","5.7","2.57710136493493"
"3194","sesso","2007","112","79","5.7","2.57710136493493"
"3195","spazio","2008","378","75","6.6","2.57721775473495"
"3196","vita","2008","378","75","6.6","2.57721775473495"
"3197","giovane","2008","378","75","6.6","2.57721775473495"
"3198","malattia","2008","720","29","6.8","2.57719130250767"
"3199","paura","2008","720","29","6.8","2.57719130250767"
"3200","morte","2008","720","29","6.8","2.57719130250767"
"3201","vecchio","2007","72136","64","7.1","2.57719659295313"
"3202","giovane","2007","72136","64","7.1","2.57719659295313"
"3203","uomini","2007","10961","7","7","2.57713839805312"
"3204","amore","2007","10961","7","7","2.57713839805312"
"3205","storia","2007","10961","7","7","2.57713839805312"
"3206","universo","2007","10961","7","7","2.57713839805312"
"3207","ballo","2007","10961","7","7","2.57713839805312"
"3208","sesso","2007","10961","7","7","2.57713839805312"
"3209","magia","2009","136750","122","6.8","2.57720717384404"
"3210","viaggi","2009","136750","122","6.8","2.57720717384404"
"3211","vecchio","2009","136750","122","6.8","2.57720717384404"
"3212","sesso","2009","136750","122","6.8","2.57720717384404"
"3213","felicità","2008","28831","31","7","2.57719659295313"
"3214","sesso","2008","28831","31","7","2.57719659295313"
"3215","barca","2006","5590","3","5.1","2.57719130250767"
"3216","viaggi","2008","20983","4","7.6","2.57715426938948"
"3217","giovane","2008","20983","4","7.6","2.57715426938948"
"3218","mare","2008","44650","19","6.2","2.57718072161676"
"3219","giovane","2008","44650","19","6.2","2.57718072161676"
"3220","mafia","2007","79621","16","6.3","2.57721246428949"
"3221","guerra","2007","79621","16","6.3","2.57721246428949"
"3222","morte","2007","79621","16","6.3","2.57721246428949"
"3223","mare","2007","79621","16","6.3","2.57721246428949"
"3224","giovane","2007","10491","14","5.7","2.57719130250767"
"3225","vita","2007","8727","3","6.8","2.57720717384404"
"3226","vita","2008","14","1","6.1","2.57720717384404"
"3227","ricco","2008","14","1","6.1","2.57720717384404"
"3228","vita","2007","112","21","5.7","2.57717014072585"
"3229","giovane","2007","112","21","5.7","2.57717014072585"
"3230","barca","2007","1002","10","4.5","2.57721246428949"
"3231","amore","2009","188","101","4.3","2.5772230451804"
"3232","storia","2009","188","101","4.3","2.5772230451804"
"3233","paura","2009","188","101","4.3","2.5772230451804"
"3234","vita","2009","188","101","4.3","2.5772230451804"
"3235","donne","2008","318","42","6.4","2.57721246428949"
"3236","banca","2007","22909","37","6.3","2.57718072161676"
"3237","barca","2008","5105","2","5.3","2.57715426938948"
"3238","morte","2008","5105","2","5.3","2.57715426938948"
"3239","paura","2006","98015","2","8.2","2.57713189778319"
"3240","giovane","2006","98015","2","8.2","2.57713189778319"
"3241","amore","2009","6264","209","6.9","2.57721246428949"
"3242","storia","2009","6264","209","6.9","2.57721246428949"
"3243","guerra","2009","6264","209","6.9","2.57721246428949"
"3244","vita","2009","6264","209","6.9","2.57721246428949"
"3245","azioni","2009","6264","209","6.9","2.57721246428949"
"3246","vita","2007","8537","60","5.8","2.57717014072585"
"3247","passato","2007","8537","60","5.8","2.57717014072585"
"3248","danza","2007","8537","60","5.8","2.57717014072585"
"3249","ricco","2007","8537","60","5.8","2.57717014072585"
"3250","banca","2007","8537","60","5.8","2.57717014072585"
"3251","vecchio","2007","8537","60","5.8","2.57717014072585"
"3252","storia","2008","40734","80","7.4","2.57722833562586"
"3253","guerra","2008","40734","80","7.4","2.57722833562586"
"3254","campagna","2008","40734","80","7.4","2.57722833562586"
"3255","vita","2010","146189","634","7.2","2.57720717384404"
"3256","morte","2010","146189","634","7.2","2.57720717384404"
"3257","potere","2010","146189","634","7.2","2.57720717384404"
"3258","donne","2010","39691","326","5.9","2.57720717384404"
"3259","vampiro","2010","39691","326","5.9","2.57720717384404"
"3260","vita","2007","7140","26","4.8","2.57716485028039"
"3261","vita","2009","836","43","6.2","2.57718072161676"
"3262","azienda","2009","836","43","6.2","2.57718072161676"
"3263","passato","2008","287","2","5.7","2.57713189778319"
"3264","ombra","2008","287","2","5.7","2.57713189778319"
"3265","colpevole","2009","161511","68","6.3","2.57720188339858"
"3266","futuro","2009","161511","68","6.3","2.57720188339858"
"3267","azioni","2009","161511","68","6.3","2.57720188339858"
"3268","giovane","2008","45095","17","6.1","2.57718601206222"
"3269","amore","2008","21624","159","5.6","2.57719130250767"
"3270","viaggi","2007","1817","16","3.9","2.57717014072585"
"3271","mare","2008","81263","65","1.9","2.57718601206222"
"3272","vita","2008","67562","128","6.1","2.5772230451804"
"3273","magia","2008","67562","128","6.1","2.5772230451804"
"3274","guerra","2009","139142","43","6.6","2.57720188339858"
"3275","vampiri","2009","139142","43","6.6","2.57720188339858"
"3276","amore","2009","5125","71","4.5","2.57721775473495"
"3277","vita","2009","5125","71","4.5","2.57721775473495"
"3278","azioni","2008","55617","16","7.7","2.57719659295313"
"3279","donne","2008","40242","25","5.9","2.5771754311713"
"3280","vita","2008","40242","25","5.9","2.5771754311713"
"3281","oscuro","2006","39","9","6","2.57721775473495"
"3282","guerra","2008","24775","48","5.2","2.5771754311713"
"3283","impresa","2008","262554","429","7.6","2.57715955983494"
"3284","passato","2008","262554","429","7.6","2.57715955983494"
"3285","squadra","2009","38193","32","5.6","2.57720188339858"
"3286","storia","2009","38193","32","5.6","2.57720188339858"
"3287","storia","2008","112","18","5.7","2.57713310760766"
"3288","vita","2008","112","18","5.7","2.57713310760766"
"3289","vita","2008","173458","85","7.3","2.5772230451804"
"3290","mare","2008","173458","85","7.3","2.5772230451804"
"3291","azioni","2008","173458","85","7.3","2.5772230451804"
"3292","giovane","2008","173458","85","7.3","2.5772230451804"
"3293","storia","2007","1748","9","4.7","2.57721775473495"
"3294","giovane","2007","1748","9","4.7","2.57721775473495"
"3295","impresa","2001","3811","10","6.5","2.57718072161676"
"3296","giovane","2001","3811","10","6.5","2.57718072161676"
"3297","eroe","2001","3811","10","6.5","2.57718072161676"
"3298","vita","2007","894","5","6.3","2.57720717384404"
"3299","compagnia","2007","894","5","6.3","2.57720717384404"
"3300","vita","2008","20065","90","3.8","2.5772230451804"
"3301","vita","2009","174265","87","6.6","2.57718601206222"
